day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
7,8,2012,29.5,65.1,15.2,0.0,82.5,18.4,72.1,5.0,19.7,6.5,not fire,1
2,6,2013,36.2,48.7,17.9,0.0,94.2,25.0,75.9,8.0,24.1,9.2,fire,1
8,8,2013,31.3,67.7,18.7,0.0,86.8,17.5,67.5,7.5,18.6,8.0,not fire,1
7,7,2013,25.5,90.0,16.1,0.0,72.7,6.4,24.2,1.8,6.7,2.3,not fire,1
3,6,2012,24.7,89.6,13.4,0.0,73.6,0.7,16.3,3.5,2.4,2.8,not fire,1
11,7,2012,32.2,63.4,13.1,0.0,87.3,14.9,81.9,8.2,18.7,8.6,not fire,0
19,6,2012,31.8,69.2,11.9,0.0,80.2,18.4,99.1,4.1,23.0,6.3,not fire,0
5,6,2012,27.9,54.6,16.3,0.0,90.7,11.9,55.6,7.8,13.8,7.5,not fire,0
20,6,2013,36.4,44.6,15.9,0.5,95.9,31.1,103.6,9.1,31.1,11.1,fire,0
10,9,2013,33.0,56.7,15.7,0.0,89.3,22.5,89.3,7.9,24.2,9.2,not fire,1
22,9,2012,37.1,51.7,16.9,0.5,96.0,29.7,120.4,8.5,32.3,10.8,fire,1
4,7,2013,33.8,51.7,16.5,0.0,89.0,22.9,105.4,7.3,26.4,9.0,not fire,0
3,8,2012,32.8,61.4,19.8,0.0,89.7,22.4,79.7,7.2,23.0,8.5,not fire,1
20,9,2013,32.2,62.4,17.7,2.0,78.2,17.7,90.8,4.6,21.5,6.4,not fire,1
29,9,2012,27.6,58.7,15.6,0.0,81.9,13.5,49.3,5.6,14.0,6.0,not fire,0
14,6,2012,35.4,48.2,14.4,0.0,91.2,25.5,95.5,7.7,26.8,9.4,fire,1
21,9,2012,31.2,68.7,14.0,0.0,86.4,17.6,81.2,6.5,20.3,7.6,not fire,0
16,9,2012,30.9,68.8,16.9,0.0,82.0,13.2,47.0,5.7,13.6,6.0,not fire,1
17,6,2013,32.8,64.7,18.8,10.0,65.5,21.9,73.9,1.6,22.0,4.4,not fire,1
26,6,2013,34.1,58.4,13.1,0.0,87.0,18.6,80.1,6.9,20.8,7.9,not fire,1
26,7,2013,30.3,75.4,13.7,0.5,77.0,13.2,62.9,3.4,15.5,4.7,not fire,1
18,8,2012,32.7,40.8,16.5,0.0,96.0,22.5,76.0,9.1,22.6,9.7,fire,0
9,7,2012,31.4,82.5,15.7,0.0,79.3,20.0,86.7,5.7,22.4,7.3,not fire,0
30,7,2012,35.3,67.6,16.3,10.0,60.9,22.6,95.9,0.0,25.1,3.8,not fire,0
27,6,2012,25.3,80.9,17.7,0.5,73.1,9.2,47.1,4.9,11.2,5.1,not fire,1
4,7,2012,31.3,67.5,15.1,0.0,80.1,18.5,60.3,4.2,18.3,5.7,not fire,0
3,7,2012,34.7,79.4,16.4,0.0,81.5,22.0,91.5,6.1,24.2,7.9,not fire,0
8,8,2012,31.8,48.0,14.6,5.0,81.3,20.4,79.5,5.3,21.8,7.0,not fire,1
27,7,2012,27.9,56.4,16.0,0.0,83.9,8.4,54.6,7.7,11.6,7.1,not fire,1
14,7,2012,35.6,63.3,15.3,0.0,88.9,25.4,91.7,8.1,26.2,9.6,not fire,0
9,6,2012,33.8,66.6,20.4,0.0,83.6,23.8,77.7,5.0,23.6,7.0,not fire,0
23,8,2013,27.2,67.0,11.8,0.0,80.6,1.0,32.4,4.6,4.5,3.9,not fire,1
9,9,2012,30.1,53.0,17.0,0.0,87.7,11.0,52.8,5.7,12.9,6.0,not fire,1
22,9,2013,35.4,61.7,17.2,0.0,89.2,20.9,100.1,6.4,24.5,8.2,not fire,0
2,6,2013,37.7,52.5,12.1,0.0,94.5,28.9,113.9,8.6,31.0,10.7,fire,1
31,6,2013,30.3,55.9,15.7,0.0,86.5,18.1,66.7,6.7,18.9,7.5,not fire,0
18,6,2012,26.1,70.0,17.3,0.0,78.5,11.2,68.4,5.5,14.9,6.1,not fire,1
24,8,2013,28.4,51.9,15.1,0.0,87.1,11.6,72.3,7.4,15.6,7.5,not fire,1
24,9,2012,32.1,67.0,16.8,0.0,80.1,14.4,57.8,5.2,15.6,6.0,not fire,0
1,6,2013,30.5,76.8,14.3,0.0,79.0,18.8,83.9,5.4,21.4,7.0,not fire,1
3,9,2012,35.1,62.7,16.2,0.0,91.3,26.4,108.2,9.7,28.8,11.1,not fire,0
9,6,2012,28.9,60.5,15.5,0.0,81.5,13.3,56.8,5.6,14.8,6.2,not fire,0
3,6,2013,29.2,71.9,13.3,0.2,79.9,10.2,50.6,3.3,12.2,4.2,not fire,0
